URL,Category
0195.ws,news_and_media
01adanaliyik.com,news_and_media
01adanamatbahi.com,news_and_media
01burda.com,news_and_media
01hsl.com,news_and_media
01net.fr,news_and_media
01ny.cn,news_and_media
02138magazine.com,news_and_media
021.rs,news_and_media
0223.com.ar,news_and_media
022net.com,news_and_media
0253.ws,news_and_media
025ct.com,news_and_media
02haberler.com,news_and_media
02nethaber.com,news_and_media
0357.ws,news_and_media
03haber.com,news_and_media
0404.co.il,news_and_media
04haber.com,news_and_media
04haber.net,news_and_media
04online.info,news_and_media
0532.ua,news_and_media
055firenze.it,news_and_media
055news.it,news_and_media
057707.com,news_and_media
057info.hr,news_and_media
05amasya.com,news_and_media
05.com.tr,news_and_media
061.ua,news_and_media
0652.ua,news_and_media
067.cz,news_and_media
06haberler.com,news_and_media
06press.com,news_and_media
072info.com,news_and_media
0759.ws,news_and_media
0795.ws,news_and_media
07genclik.orgNews,news_and_media
07kbr.ru,news_and_media
0800worldnews.com,news_and_media
0898.net,news_and_media
08artvin.com.tr,news_and_media
08haber.com,news_and_media
08olay.com,news_and_media
0ff.click,news_and_media
0haber.com,news_and_media
0sac.com,news_and_media
0ta100.net,news_and_media
1000ktok.com,news_and_media
1001asansor.com,news_and_media
1001blocks.com,news_and_media
1001consejos.com,news_and_media
1001guzelsoz.comNews,news_and_media
1001hediye.com.tr,news_and_media
1001istanbul.com,news_and_media
1001radyodinle.com,news_and_media
1001sanat.com,news_and_media
1001stil.com,news_and_media
1004stock.com,news_and_media
1009.ae,news_and_media
100bets10.com,news_and_media
100-biker.co.uk,news_and_media
100de100gubre.com,news_and_media
100deutschejahre.de,news_and_media
100gundedilogren.com,news_and_media
100kmonthbusiness.com,news_and_media
100metre.comNews,news_and_media
100numaraliadam.com,news_and_media
100percentfedup.com,news_and_media
100sahabet.com,news_and_media
100seskorookulu.com,news_and_media
100tarihilokanta.com,news_and_media
100tipobet.com,news_and_media
100yazar.com,news_and_media
100yil100gercek.com,news_and_media
100yuz.com,news_and_media
101015ankara.org,news_and_media
1011now.com,news_and_media
101bets10.com,news_and_media
101newschannel.com,news_and_media
101news.net,news_and_media
101otels.com,news_and_media
101pai.net,news_and_media
101qfl.com,news_and_media
103theeye.co.uk,news_and_media
1043.com.ua,news_and_media
1048believe.com,news_and_media
1049theriver.com,news_and_media
1050chum.com,news_and_media
1065ctq.com,news_and_media
1067theend.com,news_and_media
1070knth.com,news_and_media
1073.com.au,news_and_media
1075alive.com,news_and_media
108bets10.com,news_and_media
108niyettasi.comNews,news_and_media
109bets10.com,news_and_media
10ahora.com.ar,news_and_media
10balikesir.com,news_and_media
10bets10mobile.com,news_and_media
